year,region,proportion_STEM_higher_ed
1997 / 1998,Nazaré,
1997 / 1998,Óbidos,
1997 / 1998,Peniche,
1997 / 1998,Sobral de Monte Agraço,
1997 / 1998,Torres Vedras,12.4
1997 / 1998,Região de Aveiro,50.3
1997 / 1998,Águeda,100.0
1997 / 1998,Albergaria-a-Velha,
1997 / 1998,Anadia,
1997 / 1998,Aveiro,50.1
1997 / 1998,Estarreja,
1997 / 1998,Ílhavo,
1997 / 1998,Murtosa,
1997 / 1998,Oliveira do Bairro,
1997 / 1998,Ovar,
1997 / 1998,Sever do Vouga,
1997 / 1998,Vagos,
1997 / 1998,Região de Coimbra,35.0
1997 / 1998,Arganil,
1997 / 1998,Cantanhede,
1997 / 1998,Coimbra,35.8
1997 / 1998,Condeixa-a-Nova,
1997 / 1998,Figueira da Foz,13.1
1997 / 1998,Góis,
1997 / 1998,Lousã,
1997 / 1998,Mealhada,
1997 / 1998,Mira,
1997 / 1998,Miranda do Corvo,
1997 / 1998,Montemor-o-Velho,
1997 / 1998,Mortágua,
1997 / 1998,Oliveira do Hospital,
1997 / 1998,Pampilhosa da Serra,
1997 / 1998,Penacova,
1997 / 1998,Penela,
1997 / 1998,Soure,
1997 / 1998,Tábua,
1997 / 1998,Vila Nova de Poiares,
1997 / 1998,Região de Leiria,39.8
1997 / 1998,Alvaiázere,
1997 / 1998,Ansião,
1997 / 1998,Batalha,
1997 / 1998,Castanheira de Pêra,
1997 / 1998,Figueiró dos Vinhos,
1997 / 1998,Leiria,40.0
1997 / 1998,Marinha Grande,34.8
1997 / 1998,Pedrógão Grande,
1997 / 1998,Pombal,
1997 / 1998,Porto de Mós,
1997 / 1998,Viseu Dão Lafões,26.1
1997 / 1998,Aguiar da Beira,
1997 / 1998,Carregal do Sal,
1997 / 1998,Castro Daire,
1997 / 1998,Mangualde,
1997 / 1998,Nelas,
1997 / 1998,Oliveira de Frades,
1997 / 1998,Penalva do Castelo,
1997 / 1998,Santa Comba Dão,
1997 / 1998,São Pedro do Sul,
1997 / 1998,Sátão,
1997 / 1998,Tondela,
1997 / 1998,Vila Nova de Paiva,
1997 / 1998,Viseu,26.1
1997 / 1998,Vouzela,
1997 / 1998,Beira Baixa,34.0
1997 / 1998,Castelo Branco,37.7
1997 / 1998,Idanha-a-Nova,
1997 / 1998,Oleiros,
1997 / 1998,Penamacor,
1997 / 1998,Proença-a-Nova,
1997 / 1998,Vila Velha de Ródão,
1997 / 1998,Médio Tejo,48.4
1997 / 1998,Abrantes,
1997 / 1998,Alcanena,
1997 / 1998,Constância,
1997 / 1998,Entroncamento,100.0
1997 / 1998,Ferreira do Zêzere,
1997 / 1998,Mação,
1997 / 1998,Ourém,
1997 / 1998,Sardoal,
1997 / 1998,Sertã,
1997 / 1998,Tomar,51.4
1997 / 1998,Torres Novas,
1997 / 1998,Vila de Rei,
1997 / 1998,Vila Nova da Barquinha,
1997 / 1998,Beiras e Serra da Estrela,40.7
1997 / 1998,Almeida,
1997 / 1998,Belmonte,
1997 / 1998,Celorico da Beira,
1997 / 1998,Covilhã,53.9
1997 / 1998,Figueira de Castelo Rodrigo,
1997 / 1998,Fornos de Algodres,
1997 / 1998,Fundão,40.7
1997 / 1998,Gouveia,
1997 / 1998,Guarda,27.8
1997 / 1998,Manteigas,
1997 / 1998,Mêda,
1997 / 1998,Pinhel,
1997 / 1998,Sabugal,
1997 / 1998,Seia,24.6
1997 / 1998,Trancoso,
1997 / 1998,Área Metropolitana de Lisboa,28.2
1997 / 1998,Área Metropolitana de Lisboa,28.2
1997 / 1998,Alcochete,
1997 / 1998,Almada,54.1
1997 / 1998,Amadora,
1997 / 1998,Barreiro,
1997 / 1998,Cascais,
1997 / 1998,Lisboa,26.6
1997 / 1998,Loures,
1997 / 1998,Mafra,
1997 / 1998,Moita,
1997 / 1998,Montijo,
1997 / 1998,Odivelas,
1997 / 1998,Oeiras,28.7
1997 / 1998,Palmela,
1997 / 1998,Seixal,
1997 / 1998,Sesimbra,
1997 / 1998,Setúbal,35.0
1997 / 1998,Sintra,
1997 / 1998,Vila Franca de Xira,
1997 / 1998,Alentejo,22.8
1997 / 1998,Alentejo Litoral,
1997 / 1998,Alcácer do Sal,
1997 / 1998,Grândola,
1997 / 1998,Odemira,
1997 / 1998,Santiago do Cacém,
1997 / 1998,Sines,
1997 / 1998,Baixo Alentejo,20.5
1997 / 1998,Aljustrel,
1997 / 1998,Almodôvar,
1997 / 1998,Alvito,
1997 / 1998,Barrancos,
1997 / 1998,Beja,20.5
1997 / 1998,Castro Verde,
1997 / 1998,Cuba,
1997 / 1998,Ferreira do Alentejo,
1997 / 1998,Mértola,
1997 / 1998,Moura,
1997 / 1998,Ourique,
1997 / 1998,Serpa,
1997 / 1998,Vidigueira,
1997 / 1998,Lezíria do Tejo,24.1
1997 / 1998,Almeirim,
1997 / 1998,Alpiarça,
1997 / 1998,Azambuja,
1997 / 1998,Benavente,
1997 / 1998,Cartaxo,
1997 / 1998,Chamusca,
1997 / 1998,Coruche,
1997 / 1998,Golegã,
1997 / 1998,Rio Maior,
1997 / 1998,Salvaterra de Magos,
1997 / 1998,Santarém,24.1
1997 / 1998,Alto Alentejo,8.3
1997 / 1998,Alter do Chão,
1997 / 1998,Arronches,
1997 / 1998,Avis,
1997 / 1998,Campo Maior,
1997 / 1998,Castelo de Vide,
1997 / 1998,Crato,
1997 / 1998,Elvas,
1997 / 1998,Fronteira,
1997 / 1998,Gavião,
1997 / 1998,Marvão,
1997 / 1998,Monforte,
1997 / 1998,Nisa,
1997 / 1998,Ponte de Sor,
1997 / 1998,Portalegre,8.6
1997 / 1998,Sousel,
1997 / 1998,Alentejo Central,26.5
1997 / 1998,Alandroal,
1997 / 1998,Arraiolos,
1997 / 1998,Borba,
1997 / 1998,Estremoz,
1997 / 1998,Évora,26.5
1997 / 1998,Montemor-o-Novo,
1997 / 1998,Mora,
1997 / 1998,Mourão,
1997 / 1998,Portel,
1997 / 1998,Redondo,
1997 / 1998,Reguengos de Monsaraz,
1997 / 1998,Vendas Novas,
1997 / 1998,Viana do Alentejo,
1997 / 1998,Vila Viçosa,
1997 / 1998,Algarve,37.9
1997 / 1998,Algarve,37.9
1997 / 1998,Albufeira,
1997 / 1998,Alcoutim,
1997 / 1998,Aljezur,
1997 / 1998,Castro Marim,
1997 / 1998,Faro,41.8
1997 / 1998,Lagoa,
1997 / 1998,Lagos,
1997 / 1998,Loulé,
1997 / 1998,Monchique,
1997 / 1998,Olhão,
1997 / 1998,Portimão,15.7
1997 / 1998,São Brás de Alportel,
1997 / 1998,Silves,
1997 / 1998,Tavira,
1997 / 1998,Vila do Bispo,
1997 / 1998,Vila Real de Santo António,
1997 / 1998,Região Autónoma dos Açores,20.0
1997 / 1998,Região Autónoma dos Açores,20.0
1997 / 1998,Região Autónoma dos Açores,20.0
1997 / 1998,Angra do Heroísmo,20.9
1997 / 1998,Calheta,
1997 / 1998,Corvo,
1997 / 1998,Horta,
1997 / 1998,Lagoa,
1997 / 1998,Lajes das Flores,
1997 / 1998,Lajes do Pico,
1997 / 1998,Madalena,
1997 / 1998,Nordeste,
1997 / 1998,Ponta Delgada,20.9
1997 / 1998,Povoação,
1997 / 1998,Ribeira Grande,
1997 / 1998,Santa Cruz da Graciosa,
1997 / 1998,Santa Cruz das Flores,
1997 / 1998,São Roque do Pico,
1997 / 1998,Velas,
1997 / 1998,Vila da Praia da Vitória,
1997 / 1998,Vila do Porto,
1997 / 1998,Vila Franca do Campo,
1997 / 1998,Região Autónoma da Madeira,18.3
1997 / 1998,Região Autónoma da Madeira,18.3
1997 / 1998,Região Autónoma da Madeira,18.3
1997 / 1998,Calheta,
1997 / 1998,Câmara de Lobos,
1997 / 1998,Funchal,18.3
1997 / 1998,Machico,
1997 / 1998,Ponta do Sol,
1997 / 1998,Porto Moniz,
1997 / 1998,Porto Santo,
1997 / 1998,Ribeira Brava,
1997 / 1998,Santa Cruz,
1997 / 1998,Santana,
1997 / 1998,São Vicente,
1996 / 1997,Portugal,29.1
1996 / 1997,Continente,29.3
1996 / 1997,Norte,28.1
1996 / 1997,Alto Minho,18.9
1996 / 1997,Arcos de Valdevez,
1996 / 1997,Caminha,
1996 / 1997,Melgaço,
1996 / 1997,Monção,
1996 / 1997,Paredes de Coura,
1996 / 1997,Ponte da Barca,
1996 / 1997,Ponte de Lima,
1996 / 1997,Valença,
1996 / 1997,Viana do Castelo,25.8
1996 / 1997,Vila Nova de Cerveira,
1996 / 1997,Cávado,41.0
1996 / 1997,Amares,
1996 / 1997,Barcelos,
1996 / 1997,Braga,41.2
1996 / 1997,Esposende,
1996 / 1997,Terras de Bouro,
1996 / 1997,Vila Verde,
1996 / 1997,Ave,43.8
1996 / 1997,Cabeceiras de Basto,
1996 / 1997,Fafe,13.1
1996 / 1997,Guimarães,
1996 / 1997,Mondim de Basto,
1996 / 1997,Póvoa de Lanhoso,
1996 / 1997,Vieira do Minho,
1996 / 1997,Vila Nova de Famalicão,58.0
1996 / 1997,Vizela,
1996 / 1997,Área Metropolitana do Porto,26.5
1996 / 1997,Arouca,
1996 / 1997,Espinho,
1996 / 1997,Gondomar,
1996 / 1997,Maia,8.3
1996 / 1997,Matosinhos,
1996 / 1997,Oliveira de Azeméis,
1996 / 1997,Paredes,
1996 / 1997,Porto,31.7
1996 / 1997,Póvoa de Varzim,
1996 / 1997,Santa Maria da Feira,13.7
1996 / 1997,Santo Tirso,
1996 / 1997,São João da Madeira,
1996 / 1997,Trofa,
1996 / 1997,Vale de Cambra,
1996 / 1997,Valongo,
1996 / 1997,Vila do Conde,
1996 / 1997,Vila Nova de Gaia,12.7
1996 / 1997,Alto Tâmega,
1996 / 1997,Boticas,
1996 / 1997,Chaves,
1996 / 1997,Montalegre,
1996 / 1997,Ribeira de Pena,
1996 / 1997,Valpaços,
1996 / 1997,Vila Pouca de Aguiar,
1996 / 1997,Tâmega e Sousa,11.3
1996 / 1997,Amarante,
1996 / 1997,Baião,
1996 / 1997,Castelo de Paiva,
1996 / 1997,Celorico de Basto,
1996 / 1997,Cinfães,
1996 / 1997,Felgueiras,
1996 / 1997,Lousada,
1996 / 1997,Marco de Canaveses,
1996 / 1997,Paços de Ferreira,
1996 / 1997,Penafiel,11.3
1996 / 1997,Resende,
1996 / 1997,Douro,21.6
1996 / 1997,Alijó,
1996 / 1997,Armamar,
1996 / 1997,Carrazeda de Ansiães,
1996 / 1997,Freixo de Espada à Cinta,
1996 / 1997,Lamego,
1996 / 1997,Mesão Frio,
1996 / 1997,Moimenta da Beira,
1996 / 1997,Murça,
1996 / 1997,Penedono,
1996 / 1997,Peso da Régua,
1996 / 1997,Sabrosa,
1996 / 1997,Santa Marta de Penaguião,
1996 / 1997,São João da Pesqueira,
1996 / 1997,Sernancelhe,
1996 / 1997,Tabuaço,
1996 / 1997,Tarouca,
1996 / 1997,Torre de Moncorvo,
1996 / 1997,Vila Nova de Foz Côa,
1996 / 1997,Vila Real,22.3
1996 / 1997,Terras de Trás-os-Montes,21.5
1996 / 1997,Alfândega da Fé,
1996 / 1997,Bragança,27.4
1996 / 1997,Macedo de Cavaleiros,
1996 / 1997,Miranda do Douro,
1996 / 1997,Mirandela,30.7
1996 / 1997,Mogadouro,
1996 / 1997,Vila Flor,
1996 / 1997,Vimioso,
1996 / 1997,Vinhais,
1996 / 1997,Centro,36.9
1996 / 1997,Oeste,3.5
1996 / 1997,Alcobaça,
1996 / 1997,Alenquer,
1996 / 1997,Arruda dos Vinhos,
1996 / 1997,Bombarral,
1996 / 1997,Cadaval,
1996 / 1997,Caldas da Rainha,2.0
1996 / 1997,Lourinhã,
1996 / 1997,Nazaré,
1996 / 1997,Óbidos,
1996 / 1997,Peniche,
1996 / 1997,Sobral de Monte Agraço,
1996 / 1997,Torres Vedras,11.8
1996 / 1997,Região de Aveiro,49.0
1996 / 1997,Águeda,
1996 / 1997,Albergaria-a-Velha,
1996 / 1997,Anadia,
1996 / 1997,Aveiro,49.0
1996 / 1997,Estarreja,
1996 / 1997,Ílhavo,
1996 / 1997,Murtosa,
1996 / 1997,Oliveira do Bairro,
1996 / 1997,Ovar,
1996 / 1997,Sever do Vouga,
1996 / 1997,Vagos,
1996 / 1997,Região de Coimbra,35.4
1996 / 1997,Arganil,
1996 / 1997,Cantanhede,
1996 / 1997,Coimbra,36.3
1996 / 1997,Condeixa-a-Nova,
1996 / 1997,Figueira da Foz,13.5
1996 / 1997,Góis,
1996 / 1997,Lousã,
1996 / 1997,Mealhada,
1996 / 1997,Mira,
1996 / 1997,Miranda do Corvo,
1996 / 1997,Montemor-o-Velho,
1996 / 1997,Mortágua,
1996 / 1997,Oliveira do Hospital,
1996 / 1997,Pampilhosa da Serra,
1996 / 1997,Penacova,
1996 / 1997,Penela,
1996 / 1997,Soure,
1996 / 1997,Tábua,
1996 / 1997,Vila Nova de Poiares,
1996 / 1997,Região de Leiria,36.7
1996 / 1997,Alvaiázere,
1996 / 1997,Ansião,
1996 / 1997,Batalha,
1996 / 1997,Castanheira de Pêra,
1996 / 1997,Figueiró dos Vinhos,
1996 / 1997,Leiria,36.7
1996 / 1997,Marinha Grande,36.4
1996 / 1997,Pedrógão Grande,
1996 / 1997,Pombal,
1996 / 1997,Porto de Mós,
1996 / 1997,Viseu Dão Lafões,27.3
1996 / 1997,Aguiar da Beira,
1996 / 1997,Carregal do Sal,
1996 / 1997,Castro Daire,
1996 / 1997,Mangualde,
1996 / 1997,Nelas,
1996 / 1997,Oliveira de Frades,
1996 / 1997,Penalva do Castelo,
1996 / 1997,Santa Comba Dão,
1996 / 1997,São Pedro do Sul,
1996 / 1997,Sátão,
1996 / 1997,Tondela,
1996 / 1997,Vila Nova de Paiva,
1996 / 1997,Viseu,27.3
1996 / 1997,Vouzela,
1996 / 1997,Beira Baixa,29.7
1996 / 1997,Castelo Branco,33.1
1996 / 1997,Idanha-a-Nova,
1996 / 1997,Oleiros,
1996 / 1997,Penamacor,
1996 / 1997,Proença-a-Nova,
1996 / 1997,Vila Velha de Ródão,
1996 / 1997,Médio Tejo,51.4
1996 / 1997,Abrantes,
1996 / 1997,Alcanena,
1996 / 1997,Constância,
1996 / 1997,Entroncamento,100.0
1996 / 1997,Ferreira do Zêzere,
1996 / 1997,Mação,
1996 / 1997,Ourém,
1996 / 1997,Sardoal,
1996 / 1997,Sertã,
1996 / 1997,Tomar,54.8
1996 / 1997,Torres Novas,
1996 / 1997,Vila de Rei,
1996 / 1997,Vila Nova da Barquinha,
1996 / 1997,Beiras e Serra da Estrela,42.6
1996 / 1997,Almeida,
1996 / 1997,Belmonte,
1996 / 1997,Celorico da Beira,
1996 / 1997,Covilhã,56.3
1996 / 1997,Figueira de Castelo Rodrigo,
1996 / 1997,Fornos de Algodres,
1996 / 1997,Fundão,48.3
1996 / 1997,Gouveia,
1996 / 1997,Guarda,28.0
1996 / 1997,Manteigas,
1996 / 1997,Mêda,
1996 / 1997,Pinhel,
1996 / 1997,Sabugal,
1996 / 1997,Seia,21.4
1996 / 1997,Trancoso,
1996 / 1997,Área Metropolitana de Lisboa,27.0
1996 / 1997,Área Metropolitana de Lisboa,27.0
1996 / 1997,Alcochete,
1996 / 1997,Almada,54.5
1996 / 1997,Amadora,
1996 / 1997,Barreiro,
1996 / 1997,Cascais,
1996 / 1997,Lisboa,25.4
1996 / 1997,Loures,
1996 / 1997,Mafra,
1996 / 1997,Moita,
1996 / 1997,Montijo,
1996 / 1997,Odivelas,
1996 / 1997,Oeiras,24.5
1996 / 1997,Palmela,
1996 / 1997,Seixal,
1996 / 1997,Sesimbra,
1996 / 1997,Setúbal,35.1
1996 / 1997,Sintra,
1996 / 1997,Vila Franca de Xira,
1996 / 1997,Alentejo,21.3
1996 / 1997,Alentejo Litoral,
1996 / 1997,Alcácer do Sal,
1996 / 1997,Grândola,
1996 / 1997,Odemira,
1996 / 1997,Santiago do Cacém,
1996 / 1997,Sines,
1996 / 1997,Baixo Alentejo,20.0
1996 / 1997,Aljustrel,
1996 / 1997,Almodôvar,
1996 / 1997,Alvito,
1996 / 1997,Barrancos,
1996 / 1997,Beja,20.0
1996 / 1997,Castro Verde,
1996 / 1997,Cuba,
1996 / 1997,Ferreira do Alentejo,
1996 / 1997,Mértola,
1996 / 1997,Moura,
1996 / 1997,Ourique,
1996 / 1997,Serpa,
1996 / 1997,Vidigueira,
1996 / 1997,Lezíria do Tejo,23.8
1996 / 1997,Almeirim,
1996 / 1997,Alpiarça,
1996 / 1997,Azambuja,
1996 / 1997,Benavente,
1996 / 1997,Cartaxo,
1996 / 1997,Chamusca,
1996 / 1997,Coruche,
1996 / 1997,Golegã,
1996 / 1997,Rio Maior,
1996 / 1997,Salvaterra de Magos,
1996 / 1997,Santarém,23.8
1996 / 1997,Alto Alentejo,8.9
1996 / 1997,Alter do Chão,
1996 / 1997,Arronches,
1996 / 1997,Avis,
1996 / 1997,Campo Maior,
1996 / 1997,Castelo de Vide,
1996 / 1997,Crato,
1996 / 1997,Elvas,
1996 / 1997,Fronteira,
1996 / 1997,Gavião,
1996 / 1997,Marvão,
1996 / 1997,Monforte,
1996 / 1997,Nisa,
1996 / 1997,Ponte de Sor,
1996 / 1997,Portalegre,9.1
1996 / 1997,Sousel,
1996 / 1997,Alentejo Central,23.3
1996 / 1997,Alandroal,
1996 / 1997,Arraiolos,
1996 / 1997,Borba,
1996 / 1997,Estremoz,
1996 / 1997,Évora,23.3
1996 / 1997,Montemor-o-Novo,
1996 / 1997,Mora,
1996 / 1997,Mourão,
1996 / 1997,Portel,
1996 / 1997,Redondo,
1996 / 1997,Reguengos de Monsaraz,
1996 / 1997,Vendas Novas,
1996 / 1997,Viana do Alentejo,
1996 / 1997,Vila Viçosa,
1996 / 1997,Algarve,39.1
1996 / 1997,Algarve,39.1
1996 / 1997,Albufeira,
1996 / 1997,Alcoutim,
1996 / 1997,Aljezur,
1996 / 1997,Castro Marim,
1996 / 1997,Faro,42.7
1996 / 1997,Lagoa,
1996 / 1997,Lagos,
1996 / 1997,Loulé,
1996 / 1997,Monchique,
1996 / 1997,Olhão,
1996 / 1997,Portimão,8.8
1996 / 1997,São Brás de Alportel,
1996 / 1997,Silves,
1996 / 1997,Tavira,
1996 / 1997,Vila do Bispo,
1996 / 1997,Vila Real de Santo António,
1996 / 1997,Região Autónoma dos Açores,18.9
1996 / 1997,Região Autónoma dos Açores,18.9
1996 / 1997,Região Autónoma dos Açores,18.9
1996 / 1997,Angra do Heroísmo,16.7
1996 / 1997,Calheta,
1996 / 1997,Corvo,
1996 / 1997,Horta,
1996 / 1997,Lagoa,
1996 / 1997,Lajes das Flores,
1996 / 1997,Lajes do Pico,
1996 / 1997,Madalena,
1996 / 1997,Nordeste,
1996 / 1997,Ponta Delgada,21.1
1996 / 1997,Povoação,
1996 / 1997,Ribeira Grande,
1996 / 1997,Santa Cruz da Graciosa,
1996 / 1997,Santa Cruz das Flores,
1996 / 1997,São Roque do Pico,
1996 / 1997,Velas,
1996 / 1997,Vila da Praia da Vitória,
1996 / 1997,Vila do Porto,
1996 / 1997,Vila Franca do Campo,
1996 / 1997,Região Autónoma da Madeira,17.7
1996 / 1997,Região Autónoma da Madeira,17.7
1996 / 1997,Região Autónoma da Madeira,17.7
1996 / 1997,Calheta,
1996 / 1997,Câmara de Lobos,
1996 / 1997,Funchal,17.7
1996 / 1997,Machico,
1996 / 1997,Ponta do Sol,
1996 / 1997,Porto Moniz,
1996 / 1997,Porto Santo,
1996 / 1997,Ribeira Brava,
1996 / 1997,Santa Cruz,
1996 / 1997,Santana,
1996 / 1997,São Vicente,
1995 / 1996,Portugal,28.7
1995 / 1996,Continente,28.9
1995 / 1996,Norte,28.0
1995 / 1996,Alto Minho,16.4
1995 / 1996,Arcos de Valdevez,
1995 / 1996,Caminha,
1995 / 1996,Melgaço,
1995 / 1996,Monção,
1995 / 1996,Paredes de Coura,
1995 / 1996,Ponte da Barca,
1995 / 1996,Ponte de Lima,
1995 / 1996,Valença,
1995 / 1996,Viana do Castelo,22.6
1995 / 1996,Vila Nova de Cerveira,
1995 / 1996,Cávado,41.9
1995 / 1996,Amares,
1995 / 1996,Barcelos,
1995 / 1996,Braga,41.9
1995 / 1996,Esposende,
1995 / 1996,Terras de Bouro,
1995 / 1996,Vila Verde,
1995 / 1996,Ave,48.3
1995 / 1996,Cabeceiras de Basto,
1995 / 1996,Fafe,19.4
1995 / 1996,Guimarães,
1995 / 1996,Mondim de Basto,
1995 / 1996,Póvoa de Lanhoso,
1995 / 1996,Vieira do Minho,
1995 / 1996,Vila Nova de Famalicão,60.1
1995 / 1996,Vizela,
1995 / 1996,Área Metropolitana do Porto,26.5
1995 / 1996,Arouca,
1995 / 1996,Espinho,
1995 / 1996,Gondomar,
1995 / 1996,Maia,9.5
1995 / 1996,Matosinhos,
1995 / 1996,Oliveira de Azeméis,
1995 / 1996,Paredes,
1995 / 1996,Porto,31.2
1995 / 1996,Póvoa de Varzim,
1995 / 1996,Santa Maria da Feira,11.2
1995 / 1996,Santo Tirso,
1995 / 1996,São João da Madeira,
1995 / 1996,Trofa,
1995 / 1996,Vale de Cambra,
1995 / 1996,Valongo,
1995 / 1996,Vila do Conde,
1995 / 1996,Vila Nova de Gaia,13.6
1995 / 1996,Alto Tâmega,
1995 / 1996,Boticas,
1995 / 1996,Chaves,
1995 / 1996,Montalegre,
1995 / 1996,Ribeira de Pena,
1995 / 1996,Valpaços,
1995 / 1996,Vila Pouca de Aguiar,
1995 / 1996,Tâmega e Sousa,11.5
1995 / 1996,Amarante,
1995 / 1996,Baião,
1995 / 1996,Castelo de Paiva,
1995 / 1996,Celorico de Basto,
1995 / 1996,Cinfães,
1995 / 1996,Felgueiras,
1995 / 1996,Lousada,
1995 / 1996,Marco de Canaveses,
1995 / 1996,Paços de Ferreira,
1995 / 1996,Penafiel,11.5
1995 / 1996,Resende,
1995 / 1996,Douro,20.0
1995 / 1996,Alijó,
1995 / 1996,Armamar,
1995 / 1996,Carrazeda de Ansiães,
1995 / 1996,Freixo de Espada à Cinta,
1995 / 1996,Lamego,
1995 / 1996,Mesão Frio,
1995 / 1996,Moimenta da Beira,
1995 / 1996,Murça,
1995 / 1996,Penedono,
1995 / 1996,Peso da Régua,
1995 / 1996,Sabrosa,
1995 / 1996,Santa Marta de Penaguião,
1995 / 1996,São João da Pesqueira,
1995 / 1996,Sernancelhe,
1995 / 1996,Tabuaço,
1995 / 1996,Tarouca,
1995 / 1996,Torre de Moncorvo,
1995 / 1996,Vila Nova de Foz Côa,
1995 / 1996,Vila Real,21.1
1995 / 1996,Terras de Trás-os-Montes,18.6
1995 / 1996,Alfândega da Fé,
1995 / 1996,Bragança,24.3
1995 / 1996,Macedo de Cavaleiros,
1995 / 1996,Miranda do Douro,
1995 / 1996,Mirandela,
1995 / 1996,Mogadouro,
1995 / 1996,Vila Flor,
1995 / 1996,Vimioso,
1995 / 1996,Vinhais,
1995 / 1996,Centro,37.0
1995 / 1996,Oeste,1.9
1995 / 1996,Alcobaça,
1995 / 1996,Alenquer,
1995 / 1996,Arruda dos Vinhos,
1995 / 1996,Bombarral,
1995 / 1996,Cadaval,
1995 / 1996,Caldas da Rainha,
1995 / 1996,Lourinhã,
1995 / 1996,Nazaré,
1995 / 1996,Óbidos,
1995 / 1996,Peniche,
1995 / 1996,Sobral de Monte Agraço,
1995 / 1996,Torres Vedras,9.6
1995 / 1996,Região de Aveiro,49.9
1995 / 1996,Águeda,
1995 / 1996,Albergaria-a-Velha,
1995 / 1996,Anadia,
1995 / 1996,Aveiro,49.9
1995 / 1996,Estarreja,
1995 / 1996,Ílhavo,
1995 / 1996,Murtosa,
1995 / 1996,Oliveira do Bairro,
1995 / 1996,Ovar,
1995 / 1996,Sever do Vouga,
1995 / 1996,Vagos,
1995 / 1996,Região de Coimbra,36.8
1995 / 1996,Arganil,
1995 / 1996,Cantanhede,
1995 / 1996,Coimbra,36.5
1995 / 1996,Condeixa-a-Nova,
1995 / 1996,Figueira da Foz,91.9
1995 / 1996,Góis,
1995 / 1996,Lousã,
1995 / 1996,Mealhada,
1995 / 1996,Mira,
1995 / 1996,Miranda do Corvo,
1995 / 1996,Montemor-o-Velho,
1995 / 1996,Mortágua,
1995 / 1996,Oliveira do Hospital,
1995 / 1996,Pampilhosa da Serra,
1995 / 1996,Penacova,
1995 / 1996,Penela,
1995 / 1996,Soure,
1995 / 1996,Tábua,
1995 / 1996,Vila Nova de Poiares,
1995 / 1996,Região de Leiria,35.1
1995 / 1996,Alvaiázere,
1995 / 1996,Ansião,
1995 / 1996,Batalha,
1995 / 1996,Castanheira de Pêra,
1995 / 1996,Figueiró dos Vinhos,
1995 / 1996,Leiria,34.9
1995 / 1996,Marinha Grande,38.6
1995 / 1996,Pedrógão Grande,
1995 / 1996,Pombal,
1995 / 1996,Porto de Mós,
1995 / 1996,Viseu Dão Lafões,24.2
1995 / 1996,Aguiar da Beira,
1995 / 1996,Carregal do Sal,
1995 / 1996,Castro Daire,
1995 / 1996,Mangualde,
1995 / 1996,Nelas,
1995 / 1996,Oliveira de Frades,
1995 / 1996,Penalva do Castelo,
1995 / 1996,Santa Comba Dão,
1995 / 1996,São Pedro do Sul,
1995 / 1996,Sátão,
1995 / 1996,Tondela,
1995 / 1996,Vila Nova de Paiva,
1995 / 1996,Viseu,24.2
1995 / 1996,Vouzela,
1995 / 1996,Beira Baixa,21.8
1995 / 1996,Castelo Branco,24.5
1995 / 1996,Idanha-a-Nova,
1995 / 1996,Oleiros,
1995 / 1996,Penamacor,
1995 / 1996,Proença-a-Nova,
1995 / 1996,Vila Velha de Ródão,
1995 / 1996,Médio Tejo,49.5
1995 / 1996,Abrantes,
1995 / 1996,Alcanena,
1995 / 1996,Constância,
1995 / 1996,Entroncamento,100.0
1995 / 1996,Ferreira do Zêzere,
1995 / 1996,Mação,
1995 / 1996,Ourém,
1995 / 1996,Sardoal,
1995 / 1996,Sertã,
1995 / 1996,Tomar,52.6
1995 / 1996,Torres Novas,
1995 / 1996,Vila de Rei,
1995 / 1996,Vila Nova da Barquinha,
1995 / 1996,Beiras e Serra da Estrela,41.8
1995 / 1996,Almeida,
1995 / 1996,Belmonte,
1995 / 1996,Celorico da Beira,
1995 / 1996,Covilhã,55.6
1995 / 1996,Figueira de Castelo Rodrigo,
1995 / 1996,Fornos de Algodres,
1995 / 1996,Fundão,54.4
1995 / 1996,Gouveia,
1995 / 1996,Guarda,28.0
1995 / 1996,Manteigas,
1995 / 1996,Mêda,
1995 / 1996,Pinhel,
1995 / 1996,Sabugal,
1995 / 1996,Seia,10.0
1995 / 1996,Trancoso,
1995 / 1996,Área Metropolitana de Lisboa,26.4
1995 / 1996,Área Metropolitana de Lisboa,26.4
1995 / 1996,Alcochete,
1995 / 1996,Almada,56.6
1995 / 1996,Amadora,
1995 / 1996,Barreiro,
1995 / 1996,Cascais,
1995 / 1996,Lisboa,24.8
1995 / 1996,Loures,
1995 / 1996,Mafra,
1995 / 1996,Moita,
1995 / 1996,Montijo,
1995 / 1996,Odivelas,
1995 / 1996,Oeiras,21.7
1995 / 1996,Palmela,
1995 / 1996,Seixal,
1995 / 1996,Sesimbra,
1995 / 1996,Setúbal,33.9
1995 / 1996,Sintra,
1995 / 1996,Vila Franca de Xira,
1995 / 1996,Alentejo,20.0
1995 / 1996,Alentejo Litoral,
1995 / 1996,Alcácer do Sal,
1995 / 1996,Grândola,
1995 / 1996,Odemira,
1995 / 1996,Santiago do Cacém,
1995 / 1996,Sines,
1995 / 1996,Baixo Alentejo,16.6
1995 / 1996,Aljustrel,
1995 / 1996,Almodôvar,
1995 / 1996,Alvito,
1995 / 1996,Barrancos,
1995 / 1996,Beja,16.6
1995 / 1996,Castro Verde,
1995 / 1996,Cuba,
